row_id,Drug_ID,Y_true,Y_pred_mean,Y_pred_sd,residual_mean,abs_residual_mean
caco2_wang:test:0,I-II,-5.6900000999999998,-5.4695662498474125,0.16077587527913814,0.22043385015258768,0.22043385015258768
caco2_wang:test:1,aceclofenac,-4.4099997999999996,-4.7907106399536135,0.037362087699461505,-0.38071083995361366,0.38071083995361366
caco2_wang:test:2,Diclofenac,-4.4606810000000001,-4.7305267333984373,0.083774265887136573,-0.26984573339843732,0.26984573339843732
caco2_wang:test:3,amfenac sodium,-4.5199999999999996,-5.2497822761535646,0.19245704434670796,-0.72978227615356484,0.72978227615356484
caco2_wang:test:4,Amfenac,-4.5199999999999996,-4.85845947265625,0.080761159604485364,-0.33845947265625043,0.33845947265625037
caco2_wang:test:5,(Z)-19e,-4.8299999000000016,-5.288245677947998,0.030725054751221007,-0.45824577794799681,0.45824577794799681
caco2_wang:test:6,2h,-4.6020598000000001,-4.7456986427307131,0.11013346533381214,-0.14363884273071287,0.14363884273071287
caco2_wang:test:7,2g,-4.5686363999999999,-4.6784864425659176,0.083301557079908481,-0.10985004256591799,0.10985004256591799
caco2_wang:test:8,2f,-4.7447276,-4.6486274719238283,0.1240141005524637,0.096100128076171895,0.13108605645996094
caco2_wang:test:9,1,-4.4685210999999994,-4.6139347076416017,0.09238264680757298,-0.14541360764160219,0.14541360764160219
caco2_wang:test:10,1,-5.7423639,-5.5298905372619629,0.037651727621230084,0.21247336273803685,0.21247336273803685
caco2_wang:test:11,Tacrolimus,-5.1500000999999997,-5.1290315628051761,0.11370194106876487,0.020968537194823944,0.087205222048339665
caco2_wang:test:12,Deoxynivalenol (DON),-5.3005152000000004,-5.3205780982971191,0.067318657519838718,-0.020062898297118704,0.053591637869873102
caco2_wang:test:13,OXo,-4.7199998000000001,-4.676950836181641,0.092716992002016413,0.043048963818359279,0.062057973916015398
caco2_wang:test:14,Sparfloxacin (SPX),-4.7784066000000003,-5.2278829574584957,0.094925691004777546,-0.44947635745849579,0.44947635745849579
caco2_wang:test:15,Grepafloxacin HCl,-4.8899999000000003,-4.8734960556030273,0.053827437390626919,0.016503844396972923,0.046288783100585956
caco2_wang:test:16,Biliverdin,-5.6290044999999997,-5.9865887641906737,0.11435084973930222,-0.35758426419067402,0.35758426419067407
caco2_wang:test:17,amoxicillin,-6.1524996999999999,-6.1302305221557614,0.12177199374007602,0.022269177844238201,0.10982294567626949
caco2_wang:test:18,ampicillin,-5.6999997999999996,-6.0385627746582031,0.18768142700686546,-0.33856297465820345,0.33856297465820345
caco2_wang:test:19,Ampicillin,-6.0700002,-6.0385627746582031,0.18768142700686546,0.031437425341796804,0.14504919618896478
caco2_wang:test:20,benzylpenicillin,-6.0250000999999997,-5.2163010597229,0.078332309223120303,0.80869904027709938,0.80869904027709938
caco2_wang:test:21,Penicillin G,-5.8697933999999998,-5.2163010597229,0.078332309223120303,0.65349234027709946,0.65349234027709946
caco2_wang:test:22,014-Ampicillin,-6.1023731000000003,-5.9448642730712891,0.17384172073703241,0.15750882692871121,0.15775526563964859
caco2_wang:test:23,Zomepirac,-4.6100000999999997,-4.579353618621826,0.065012558586594035,0.030646481378173541,0.058507721873779187
caco2_wang:test:24,serotonin,-4.8600000999999997,-5.2735909461975101,0.091217202519965193,-0.41359084619751008,0.41359084619751008
caco2_wang:test:25,Sumatriptan,-5.6828976000000004,-4.7576289176940918,0.089239640173696316,0.92526868230590864,0.92526868230590864
caco2_wang:test:26,tryptophan,-5.3899999000000003,-5.4860272407531738,0.082161818063494457,-0.096027340753173498,0.096027340753173498
caco2_wang:test:27,tryptophanamide,-4.9200000999999984,-5.4720910072326658,0.081350066627404446,-0.55209090723266774,0.55209090723266774
caco2_wang:test:28,N-acetyl-tryptophanamide,-5.6199999000000025,-5.3066955566406246,0.047460515543747958,0.31330434335937751,0.31330434335937751
caco2_wang:test:29,Ac-Trp-Ala-Gly-Gly-Asp-Ala-NH2,-7.4981045999999996,-6.8072330474853517,0.18781131707269014,0.69087155251464805,0.69087155251464805
caco2_wang:test:30,Ac-Trp-Ala-Gly-Gly-Lys-Ala-NH2,-7.3099999000000011,-6.6181456565856935,0.084489822316783869,0.69185424341430779,0.69185424341430779
caco2_wang:test:31,Acetyl-Trp-Ala-Gly-Gly-Asn-Ala-Amide,-7.29,-6.7488821983337406,0.19705990485534106,0.54111780166625967,0.54111780166625967
caco2_wang:test:32,Decursinol angelate (DA),-4.9204097000000004,-4.3959498405456543,0.041185015397804406,0.52445985945434614,0.52445985945434614
caco2_wang:test:33,Isoquercitrin (22),-6.2699999999999996,-6.3332623481750492,0.13284525947724893,-0.063262348175049263,0.084542278289794784
caco2_wang:test:34,quercitrin ,-6.0999999000000003,-6.4692446708679201,0.10947298908116904,-0.36924477086792001,0.36924477086792001
caco2_wang:test:35,Baohuoside I,-5.8378239000000001,-6.0271284103393556,0.21251192625468932,-0.18930451033935541,0.22842271780029294
caco2_wang:test:36,Quercitrin (21),-6.0999999000000003,-6.4692446708679201,0.10947298908116904,-0.36924477086792001,0.36924477086792001
caco2_wang:test:37,25,-4.6799998,-5.1952172279357907,0.16863414346061206,-0.51521742793579095,0.51521742793579095
caco2_wang:test:38,45a,-4.8899999000000003,-5.1329685211181637,0.1722754570323477,-0.24296862111816378,0.24296862111816378
caco2_wang:test:39,45c,-4.6999997999999996,-5.0347238540649411,0.20607400839698248,-0.33472405406494177,0.33472405406494177
caco2_wang:test:40,51a,-4.8899999000000003,-4.9346024513244631,0.24918514017561522,-0.044602551324462621,0.20151177122924807
caco2_wang:test:41,51e,-5.0500002000000004,-4.9418186187744144,0.24559856431952168,0.10818158122558633,0.23334522432617194
caco2_wang:test:42,60c,-4.4899997999999997,-4.8340962409973143,0.30526458661521877,-0.34409644099731479,0.34409644099731479
caco2_wang:test:43,51d,-5.3000002000000004,-4.8496182441711424,0.25999731994586639,0.45038195582885765,0.45038195582885765
caco2_wang:test:44,hexapeptide 01,-5.8200002,-5.9398709297180172,0.27689863464109532,-0.11987072971801764,0.21033993334106441
caco2_wang:test:45,hexapeptide 03,-5.8200002,-5.9398709297180172,0.27689863464109532,-0.11987072971801764,0.21033993334106441
caco2_wang:test:46,hexapeptide 05,-5.8200002,-5.9398709297180172,0.27689863464109532,-0.11987072971801764,0.21033993334106441
caco2_wang:test:47,hexapeptide 06,-5.8200002,-5.9398709297180172,0.27689863464109532,-0.11987072971801764,0.21033993334106441
caco2_wang:test:48,hexapeptide 07,-5.8200002,-5.6051194190979006,0.0834029135628572,0.21488078090209939,0.21488078090209939
caco2_wang:test:49,hexapeptide 08,-5.8200002,-5.6137302398681639,0.08393713384658627,0.20626996013183585,0.20626996013183585
caco2_wang:test:50,hexapeptide 09,-5.3000002000000004,-5.6224923133850098,0.089375093564235453,-0.32249211338500933,0.32249211338500933
caco2_wang:test:51,hexapeptide 12,-5.8200002,-5.6051194190979006,0.0834029135628572,0.21488078090209939,0.21488078090209939
caco2_wang:test:52,hexapeptide 13,-5.8200002,-5.6137302398681639,0.08393713384658627,0.20626996013183585,0.20626996013183585
caco2_wang:test:53,hexapeptide 14,-5.8200002,-5.6224923133850098,0.089375093564235453,0.19750788661499014,0.19750788661499016
caco2_wang:test:54,hexapeptide 18,-5.3000002000000004,-5.6224923133850098,0.089375093564235453,-0.32249211338500933,0.32249211338500933
caco2_wang:test:55,hexapeptide 20,-5.8200002,-5.6137302398681639,0.08393713384658627,0.20626996013183585,0.20626996013183585
caco2_wang:test:56,hexapeptide 22,-5.8200002,-5.5065479278564453,0.14376665478379108,0.31345227214355459,0.31345227214355464
caco2_wang:test:57,hexapeptide 23,-5.8200002,-5.5136369705200199,0.14261815410467904,0.30636322947998018,0.30636322947998024
caco2_wang:test:58,hexapeptide 24,-5.8200002,-5.5138847351074221,0.14218748631588993,0.30611546489257785,0.3061154648925779
caco2_wang:test:59,hexapeptide 25,-5.8200002,-5.5065479278564453,0.14376665478379108,0.31345227214355459,0.31345227214355464
caco2_wang:test:60,hexapeptide 26,-5.3000002000000004,-5.5138847351074221,0.14218748631588993,-0.21388453510742167,0.21388453510742167
caco2_wang:test:61,hexapeptide 27,-5.3000002000000004,-5.5136369705200199,0.14261815410467904,-0.21363677052001928,0.21363677052001928
caco2_wang:test:62,hexapeptide 28,-5,-5.5136369705200199,0.14261815410467904,-0.51363697052001966,0.51363697052001966
caco2_wang:test:63,hexapeptide 29,-5.8200002,-5.5138847351074221,0.14218748631588993,0.30611546489257785,0.3061154648925779
caco2_wang:test:64,hexapeptide 32,-5.8200002,-5.5136369705200199,0.14261815410467904,0.30636322947998018,0.30636322947998024
caco2_wang:test:65,hexapeptide 33,-5.8200002,-5.5138847351074221,0.14218748631588993,0.30611546489257785,0.3061154648925779
caco2_wang:test:66,hexapeptide 34,-5.8200002,-5.5138847351074221,0.14218748631588993,0.30611546489257785,0.3061154648925779
caco2_wang:test:67,hexapeptide 37,-5.8200002,-5.5065479278564453,0.14376665478379108,0.31345227214355459,0.31345227214355464
caco2_wang:test:68,hexapeptide 38,-5.8200002,-5.5136369705200199,0.14261815410467904,0.30636322947998018,0.30636322947998024
caco2_wang:test:69,hexapeptide 41,-5.2600002000000003,-5.1965806961059569,0.11170367919393719,0.0634195038940433,0.094367200688476732
caco2_wang:test:70,hexapeptide 42,-5.8200002,-5.2053230285644529,0.11921612364090937,0.61467717143554679,0.61467717143554679
caco2_wang:test:71,hexapeptide 47,-5.3000002000000004,-5.2053230285644529,0.11921612364090937,0.094677171435547242,0.11151905615722675
caco2_wang:test:72,hexapeptide 48,-5.3000002000000004,-5.2115574836730953,0.11792076832241627,0.088442716326904661,0.1063788469592287
caco2_wang:test:73,hexapeptide 52,-4.6999997999999996,-5.2053230285644529,0.11921612364090937,-0.50532322856445355,0.50532322856445355
caco2_wang:test:74,hexapeptide 53,-5.3000002000000004,-5.1965806961059569,0.11170367919393719,0.10341950389404334,0.11836720068847675
caco2_wang:test:75,hexapeptide 54,-5,-5.2115574836730953,0.11792076832241627,-0.21155748367309571,0.21155748367309571
caco2_wang:test:76,hexapeptide 55,-5.3000002000000004,-5.2053230285644529,0.11921612364090937,0.094677171435547242,0.11151905615722675
caco2_wang:test:77,hexapeptide 56,-5.0999999000000003,-4.958831787109375,0.11518209861728562,0.1411681128906252,0.16347932537597665
caco2_wang:test:78,hexapeptide 57,-5.1500000999999997,-4.958831787109375,0.11518209861728562,0.19116831289062469,0.19347944537597633
caco2_wang:test:79,hexapeptide 58,-5.3000002000000004,-4.958831787109375,0.11518209861728562,0.34116841289062538,0.34116841289062538
caco2_wang:test:80,hexapeptide 59,-5.3000002000000004,-4.958831787109375,0.11518209861728562,0.34116841289062538,0.34116841289062538
caco2_wang:test:81,hexapeptide 60,-5.3000002000000004,-4.958831787109375,0.11518209861728562,0.34116841289062538,0.34116841289062538
caco2_wang:test:82,hexapeptide 04,-5.8200002,-5.9398709297180172,0.27689863464109532,-0.11987072971801764,0.21033993334106441
caco2_wang:test:83,hexapeptide 15,-5.8200002,-5.6137302398681639,0.08393713384658627,0.20626996013183585,0.20626996013183585
caco2_wang:test:84,hexapeptide 16,-5.3000002000000004,-5.6051194190979006,0.0834029135628572,-0.30511921909790013,0.30511921909790019
caco2_wang:test:85,hexapeptide 19,-5.8200002,-5.6051194190979006,0.0834029135628572,0.21488078090209939,0.21488078090209939
caco2_wang:test:86,hexapeptide 43,-5.8200002,-5.1965806961059569,0.11170367919393719,0.62341950389404288,0.62341950389404288
caco2_wang:test:87,hexapeptide 51,-5.3000002000000004,-5.2053230285644529,0.11921612364090937,0.094677171435547242,0.11151905615722675
caco2_wang:test:88,Chlorprothixene,-4.7399997999999997,-4.4069771766662598,0.075177252734186448,0.33302262333373966,0.33302262333373966
caco2_wang:test:89,3,-6.0107207000000002,-5.7468702316284181,0.25867503799248109,0.26385046837158227,0.31296718715087907
caco2_wang:test:90,Pyrimethamine,-4.2300000000000004,-4.7054787635803219,0.069532280611221881,-0.47547876358032182,0.47547876358032182
caco2_wang:test:91,Stavudine (d4T),-5.3483939000000005,-4.9937802314758297,0.060849332005336376,0.35461366852417003,0.35461366852417003
caco2_wang:test:92,PNU200001,-6.6999997999999996,-6.6761155128479004,0.089013327987383067,0.023884287152099001,0.064344114466552277
caco2_wang:test:93,PNU200969,-6.1524510000000001,-6.6031389236450195,0.081728417265477707,-0.45068792364501942,0.45068792364501942
caco2_wang:test:94,PNU200969,-6.1500000999999997,-6.6086791992187504,0.074497339156215689,-0.45867909921875027,0.45867909921875027
caco2_wang:test:95,"Apigenin (5,7,4'-THF)",-4.9821800999999999,-5.1473484992980953,0.065706223671950698,-0.16516839929809576,0.16516839929809576
caco2_wang:test:96,"7,4'-DMF",-4.6010299000000003,-4.5212072372436527,0.089197930427666577,0.079822662756347959,0.084300915769043125
caco2_wang:test:97,Kaempferol (16),-4.9899997999999997,-5.6856258392333983,0.10183315438602923,-0.69562603923339883,0.69562603923339883
caco2_wang:test:98,Tamarixetin (17),-5.0013065000000001,-5.7147233009338381,0.11603780017399802,-0.71341680093383819,0.71341680093383819
caco2_wang:test:99,Apometzgerin (2),-4.9499997999999996,-5.2716646194458008,0.13117643656322664,-0.32166481944580116,0.32166481944580116
caco2_wang:test:100,kaempferide ,-5.1900000999999998,-5.2036014556884762,0.1104259916154407,-0.01360135568847678,0.087945851298828023
caco2_wang:test:101,7-MF,-4.6479458999999999,-4.4444190979003908,0.046148767238611658,0.20352680209960919,0.20352680209960919
caco2_wang:test:102,"5,7-DMF",-4.6313224000000002,-4.4864173889160153,0.046177020089548139,0.14490501108398451,0.14490501108398451
caco2_wang:test:103,"5,7,4'-TMF",-4.5595455000000005,-4.5756489753723146,0.071901923410939608,-0.016103475372313943,0.057968626666259425
caco2_wang:test:104,"7,4'-DHF",-5.2123350999999998,-4.7600955009460453,0.1114313287819948,0.45223959905395483,0.45223959905395483
caco2_wang:test:105,Flavone,-3.9201082999999999,-4.2468174934387211,0.066581891690336723,-0.32670919343872085,0.32670919343872085
caco2_wang:test:106,"Chrysin (5,7-DHF)",-5.0105972000000003,-4.760721969604492,0.093993317261844345,0.24987523039550807,0.24987523039550807
caco2_wang:test:107,Icajine (Ica),-4.5816797999999999,-4.8722909927368168,0.056544391453118847,-0.29061119273681657,0.29061119273681657
caco2_wang:test:108,Astilbin,-6.8200002000000008,-6.5111222267150879,0.069621521502667205,0.30887797328491295,0.30887797328491295
caco2_wang:test:109,Phenobarbital,-4.6300000999999984,-4.6082487106323242,0.07398294683330317,0.021751389367674182,0.057695004436034772
caco2_wang:test:110,74,-5.6989698000000004,-5.4891697883605959,0.11394788086372858,0.20980001163940468,0.20980001163940468
caco2_wang:test:111,884-14b,-5.050365900000001,-4.8754584312438967,0.066463730309480454,0.17490746875610444,0.17490746875610444
caco2_wang:test:112,"883-(cis)-[2-(E-Phenylvinyl)-1,3-dioxan-5-yl]phenylacetamide (14a)",-5.0498786000000004,-4.6719831466674808,0.07540087830958668,0.37789545333251995,0.37789545333251995
caco2_wang:test:113,carboxamido 28,-4.0599998999999984,-4.7666337966918944,0.063529434721674896,-0.70663389669189614,0.70663389669189614
caco2_wang:test:114,MEN14970,-4.9309067999999998,-5.1240711212158203,0.088630727362143905,-0.19316432121582044,0.19316432121582047
